"Period","Indikator","value"
"2007M10","Restauranger (SNI 56.1-2)",117.3
"2007M11","Restauranger (SNI 56.1-2)",117.1
"2007M12","Restauranger (SNI 56.1-2)",113.2
"2008M01","Restauranger (SNI 56.1-2)",113.2
"2008M02","Restauranger (SNI 56.1-2)",107.8
"2008M03","Restauranger (SNI 56.1-2)",110.6
"2008M04","Restauranger (SNI 56.1-2)",107.2
"2008M05","Restauranger (SNI 56.1-2)",108.3
"2008M06","Restauranger (SNI 56.1-2)",111.1
"2008M07","Restauranger (SNI 56.1-2)",90.9
"2008M08","Restauranger (SNI 56.1-2)",93
"2008M09","Restauranger (SNI 56.1-2)",93.8
"2008M10","Restauranger (SNI 56.1-2)",94.6
"2008M11","Restauranger (SNI 56.1-2)",87
"2008M12","Restauranger (SNI 56.1-2)",85.7
"2009M01","Restauranger (SNI 56.1-2)",84.3
"2009M02","Restauranger (SNI 56.1-2)",85.3
"2009M03","Restauranger (SNI 56.1-2)",82.8
"2009M04","Restauranger (SNI 56.1-2)",90.9
"2009M05","Restauranger (SNI 56.1-2)",89.2
"2009M06","Restauranger (SNI 56.1-2)",92.4
"2009M07","Restauranger (SNI 56.1-2)",97
"2009M08","Restauranger (SNI 56.1-2)",105.3
"2009M09","Restauranger (SNI 56.1-2)",91.7
"2009M10","Restauranger (SNI 56.1-2)",92.1
"2009M11","Restauranger (SNI 56.1-2)",91.9
"2009M12","Restauranger (SNI 56.1-2)",97.6
"2010M01","Restauranger (SNI 56.1-2)",102.7
"2010M02","Restauranger (SNI 56.1-2)",101.4
"2010M03","Restauranger (SNI 56.1-2)",101.6
"2010M04","Restauranger (SNI 56.1-2)",100.8
"2010M05","Restauranger (SNI 56.1-2)",102.7
"2010M06","Restauranger (SNI 56.1-2)",104.9
"2010M07","Restauranger (SNI 56.1-2)",116.3
"2010M08","Restauranger (SNI 56.1-2)",109.8
"2010M09","Restauranger (SNI 56.1-2)",115.9
"2010M10","Restauranger (SNI 56.1-2)",108.1
"2010M11","Restauranger (SNI 56.1-2)",118.6
"2010M12","Restauranger (SNI 56.1-2)",107
"2011M01","Restauranger (SNI 56.1-2)",105.6
"2011M02","Restauranger (SNI 56.1-2)",109.8
"2011M03","Restauranger (SNI 56.1-2)",109
"2011M04","Restauranger (SNI 56.1-2)",109.1
"2011M05","Restauranger (SNI 56.1-2)",97.6
"2011M06","Restauranger (SNI 56.1-2)",106
"2011M07","Restauranger (SNI 56.1-2)",97.2
"2011M08","Restauranger (SNI 56.1-2)",107.8
"2011M09","Restauranger (SNI 56.1-2)",93.3
"2011M10","Restauranger (SNI 56.1-2)",107
"2011M11","Restauranger (SNI 56.1-2)",114.8
"2011M12","Restauranger (SNI 56.1-2)",113
"2012M01","Restauranger (SNI 56.1-2)",105.9
"2012M02","Restauranger (SNI 56.1-2)",97.4
"2012M03","Restauranger (SNI 56.1-2)",105.9
"2012M04","Restauranger (SNI 56.1-2)",103
"2012M05","Restauranger (SNI 56.1-2)",105.2
"2012M06","Restauranger (SNI 56.1-2)",106.4
"2012M07","Restauranger (SNI 56.1-2)",96.6
"2012M08","Restauranger (SNI 56.1-2)",98.8
"2012M09","Restauranger (SNI 56.1-2)",98
"2012M10","Restauranger (SNI 56.1-2)",99.7
"2012M11","Restauranger (SNI 56.1-2)",91.1
"2012M12","Restauranger (SNI 56.1-2)",97.9
"2013M01","Restauranger (SNI 56.1-2)",101
"2013M02","Restauranger (SNI 56.1-2)",102.8
"2013M03","Restauranger (SNI 56.1-2)",101.1
"2013M04","Restauranger (SNI 56.1-2)",102.4
"2013M05","Restauranger (SNI 56.1-2)",103.3
"2013M06","Restauranger (SNI 56.1-2)",104.1
"2013M07","Restauranger (SNI 56.1-2)",101.2
"2013M08","Restauranger (SNI 56.1-2)",103.3
"2013M09","Restauranger (SNI 56.1-2)",103.3
"2013M10","Restauranger (SNI 56.1-2)",97
"2013M11","Restauranger (SNI 56.1-2)",96.4
"2013M12","Restauranger (SNI 56.1-2)",100.8
"2014M01","Restauranger (SNI 56.1-2)",106.3
"2014M02","Restauranger (SNI 56.1-2)",100.4
"2014M03","Restauranger (SNI 56.1-2)",103.6
"2014M04","Restauranger (SNI 56.1-2)",103.5
"2014M05","Restauranger (SNI 56.1-2)",105.8
"2014M06","Restauranger (SNI 56.1-2)",103.7
"2014M07","Restauranger (SNI 56.1-2)",104.3
"2014M08","Restauranger (SNI 56.1-2)",103.3
"2014M09","Restauranger (SNI 56.1-2)",98.4
"2014M10","Restauranger (SNI 56.1-2)",101
"2014M11","Restauranger (SNI 56.1-2)",102
"2014M12","Restauranger (SNI 56.1-2)",102.7
"2015M01","Restauranger (SNI 56.1-2)",101.8
"2015M02","Restauranger (SNI 56.1-2)",105.3
"2015M03","Restauranger (SNI 56.1-2)",98.2
"2015M04","Restauranger (SNI 56.1-2)",103.8
"2015M05","Restauranger (SNI 56.1-2)",102.1
"2015M06","Restauranger (SNI 56.1-2)",97.6
"2015M07","Restauranger (SNI 56.1-2)",101.7
"2015M08","Restauranger (SNI 56.1-2)",103.9
"2015M09","Restauranger (SNI 56.1-2)",95.9
"2015M10","Restauranger (SNI 56.1-2)",105.2
"2015M11","Restauranger (SNI 56.1-2)",101.7
"2015M12","Restauranger (SNI 56.1-2)",99
"2016M01","Restauranger (SNI 56.1-2)",97.1
"2016M02","Restauranger (SNI 56.1-2)",101.4
"2016M03","Restauranger (SNI 56.1-2)",100.9
"2016M04","Restauranger (SNI 56.1-2)",99.5
"2016M05","Restauranger (SNI 56.1-2)",102.6
"2016M06","Restauranger (SNI 56.1-2)",100.9
"2016M07","Restauranger (SNI 56.1-2)",103.8
"2016M08","Restauranger (SNI 56.1-2)",100.5
"2016M09","Restauranger (SNI 56.1-2)",98.5
"2016M10","Restauranger (SNI 56.1-2)",97.4
"2016M11","Restauranger (SNI 56.1-2)",99.1
"2016M12","Restauranger (SNI 56.1-2)",100.2
"2017M01","Restauranger (SNI 56.1-2)",99.6
"2017M02","Restauranger (SNI 56.1-2)",99.4
"2017M03","Restauranger (SNI 56.1-2)",102.8
"2017M04","Restauranger (SNI 56.1-2)",100.1
"2017M05","Restauranger (SNI 56.1-2)",98.4
"2017M06","Restauranger (SNI 56.1-2)",100.8
"2017M07","Restauranger (SNI 56.1-2)",90.7
"2017M08","Restauranger (SNI 56.1-2)",94.6
"2017M09","Restauranger (SNI 56.1-2)",98.5
"2017M10","Restauranger (SNI 56.1-2)",95.9
"2017M11","Restauranger (SNI 56.1-2)",95
"2017M12","Restauranger (SNI 56.1-2)",102
"2018M01","Restauranger (SNI 56.1-2)",106.4
"2018M02","Restauranger (SNI 56.1-2)",103.3
"2018M03","Restauranger (SNI 56.1-2)",99.5
"2018M04","Restauranger (SNI 56.1-2)",103.2
"2018M05","Restauranger (SNI 56.1-2)",98.1
"2018M06","Restauranger (SNI 56.1-2)",106.1
"2018M07","Restauranger (SNI 56.1-2)",100.8
"2018M08","Restauranger (SNI 56.1-2)",98.8
"2018M09","Restauranger (SNI 56.1-2)",100.6
"2018M10","Restauranger (SNI 56.1-2)",103.6
"2018M11","Restauranger (SNI 56.1-2)",102.6
"2018M12","Restauranger (SNI 56.1-2)",98.3
"2019M01","Restauranger (SNI 56.1-2)",96.7
"2019M02","Restauranger (SNI 56.1-2)",96.5
"2019M03","Restauranger (SNI 56.1-2)",102.9
"2019M04","Restauranger (SNI 56.1-2)",97
"2019M05","Restauranger (SNI 56.1-2)",105
"2019M06","Restauranger (SNI 56.1-2)",101.8
"2019M07","Restauranger (SNI 56.1-2)",96.2
"2019M08","Restauranger (SNI 56.1-2)",96.9
"2019M09","Restauranger (SNI 56.1-2)",96.2
"2019M10","Restauranger (SNI 56.1-2)",93.7
"2019M11","Restauranger (SNI 56.1-2)",93.2
"2019M12","Restauranger (SNI 56.1-2)",92.7
"2020M01","Restauranger (SNI 56.1-2)",94.7
"2020M02","Restauranger (SNI 56.1-2)",96.6
"2020M03","Restauranger (SNI 56.1-2)",90.9
"2020M04","Restauranger (SNI 56.1-2)",53.8
"2020M05","Restauranger (SNI 56.1-2)",58.4
"2020M06","Restauranger (SNI 56.1-2)",62.7
"2020M07","Restauranger (SNI 56.1-2)",76.3
"2020M08","Restauranger (SNI 56.1-2)",74
"2020M09","Restauranger (SNI 56.1-2)",81
"2020M10","Restauranger (SNI 56.1-2)",87.4
"2020M11","Restauranger (SNI 56.1-2)",68.2
"2020M12","Restauranger (SNI 56.1-2)",70.1
"2021M01","Restauranger (SNI 56.1-2)",75.5
"2021M02","Restauranger (SNI 56.1-2)",74.8
"2021M03","Restauranger (SNI 56.1-2)",75.2
"2021M04","Restauranger (SNI 56.1-2)",90.2
"2021M05","Restauranger (SNI 56.1-2)",101.6
"2021M06","Restauranger (SNI 56.1-2)",100.7
"2021M07","Restauranger (SNI 56.1-2)",111.8
"2021M08","Restauranger (SNI 56.1-2)",113.6
"2021M09","Restauranger (SNI 56.1-2)",109.6
"2021M10","Restauranger (SNI 56.1-2)",121.9
"2021M11","Restauranger (SNI 56.1-2)",115.3
"2021M12","Restauranger (SNI 56.1-2)",119.5
"2022M01","Restauranger (SNI 56.1-2)",105.2
"2022M02","Restauranger (SNI 56.1-2)",106.7
"2022M03","Restauranger (SNI 56.1-2)",115
"2022M04","Restauranger (SNI 56.1-2)",114.4
"2022M05","Restauranger (SNI 56.1-2)",111.5
"2022M06","Restauranger (SNI 56.1-2)",115.3
"2022M07","Restauranger (SNI 56.1-2)",101.1
"2022M08","Restauranger (SNI 56.1-2)",100.4
"2022M09","Restauranger (SNI 56.1-2)",97.7
"2022M10","Restauranger (SNI 56.1-2)",81.5
"2022M11","Restauranger (SNI 56.1-2)",90.6
"2022M12","Restauranger (SNI 56.1-2)",94
"2023M01","Restauranger (SNI 56.1-2)",90.8
"2023M02","Restauranger (SNI 56.1-2)",96.5
"2023M03","Restauranger (SNI 56.1-2)",100.7
"2023M04","Restauranger (SNI 56.1-2)",97.7
"2023M05","Restauranger (SNI 56.1-2)",88.6
"2023M06","Restauranger (SNI 56.1-2)",89.2
"2023M07","Restauranger (SNI 56.1-2)",89.8
"2023M08","Restauranger (SNI 56.1-2)",87.4
"2023M09","Restauranger (SNI 56.1-2)",85.8
"2023M10","Restauranger (SNI 56.1-2)",90.3
"2023M11","Restauranger (SNI 56.1-2)",90.2
"2023M12","Restauranger (SNI 56.1-2)",91.8
"2024M01","Restauranger (SNI 56.1-2)",92.3
"2024M02","Restauranger (SNI 56.1-2)",90.5
"2024M03","Restauranger (SNI 56.1-2)",93.2
"2024M04","Restauranger (SNI 56.1-2)",92.4
"2024M05","Restauranger (SNI 56.1-2)",96.6
"2024M06","Restauranger (SNI 56.1-2)",96.8
"2024M07","Restauranger (SNI 56.1-2)",95.7
"2024M08","Restauranger (SNI 56.1-2)",91.5
"2024M09","Restauranger (SNI 56.1-2)",98.7
"2024M10","Restauranger (SNI 56.1-2)",95.6
"2024M11","Restauranger (SNI 56.1-2)",102.1
"2024M12","Restauranger (SNI 56.1-2)",106.1
"2025M01","Restauranger (SNI 56.1-2)",110.5
"2025M02","Restauranger (SNI 56.1-2)",104.4
"2025M03","Restauranger (SNI 56.1-2)",95
"1996M01","Förlag (SNI 58)",NA
"1996M02","Förlag (SNI 58)",NA
"1996M03","Förlag (SNI 58)",NA
"1996M04","Förlag (SNI 58)",NA
"1996M05","Förlag (SNI 58)",NA
"1996M06","Förlag (SNI 58)",NA
"1996M07","Förlag (SNI 58)",NA
"1996M08","Förlag (SNI 58)",NA
"1996M09","Förlag (SNI 58)",NA
"1996M10","Förlag (SNI 58)",NA
"1996M11","Förlag (SNI 58)",NA
"1996M12","Förlag (SNI 58)",NA
"1997M01","Förlag (SNI 58)",NA
"1997M02","Förlag (SNI 58)",NA
"1997M03","Förlag (SNI 58)",NA
"1997M04","Förlag (SNI 58)",NA
"1997M05","Förlag (SNI 58)",NA
"1997M06","Förlag (SNI 58)",NA
"1997M07","Förlag (SNI 58)",NA
"1997M08","Förlag (SNI 58)",NA
"1997M09","Förlag (SNI 58)",NA
"1997M10","Förlag (SNI 58)",NA
"1997M11","Förlag (SNI 58)",NA
"1997M12","Förlag (SNI 58)",NA
"1998M01","Förlag (SNI 58)",NA
"1998M02","Förlag (SNI 58)",NA
"1998M03","Förlag (SNI 58)",NA
"1998M04","Förlag (SNI 58)",NA
"1998M05","Förlag (SNI 58)",NA
"1998M06","Förlag (SNI 58)",NA
"1998M07","Förlag (SNI 58)",NA
"1998M08","Förlag (SNI 58)",NA
"1998M09","Förlag (SNI 58)",NA
"1998M10","Förlag (SNI 58)",NA
"1998M11","Förlag (SNI 58)",NA
"1998M12","Förlag (SNI 58)",NA
"1999M01","Förlag (SNI 58)",NA
"1999M02","Förlag (SNI 58)",NA
"1999M03","Förlag (SNI 58)",NA
"1999M04","Förlag (SNI 58)",NA
"1999M05","Förlag (SNI 58)",NA
"1999M06","Förlag (SNI 58)",NA
"1999M07","Förlag (SNI 58)",NA
"1999M08","Förlag (SNI 58)",NA
"1999M09","Förlag (SNI 58)",NA
"1999M10","Förlag (SNI 58)",NA
"1999M11","Förlag (SNI 58)",NA
"1999M12","Förlag (SNI 58)",NA
"2000M01","Förlag (SNI 58)",NA
"2000M02","Förlag (SNI 58)",NA
"2000M03","Förlag (SNI 58)",NA
"2000M04","Förlag (SNI 58)",NA
"2000M05","Förlag (SNI 58)",NA
"2000M06","Förlag (SNI 58)",NA
"2000M07","Förlag (SNI 58)",NA
"2000M08","Förlag (SNI 58)",NA
"2000M09","Förlag (SNI 58)",NA
"2000M10","Förlag (SNI 58)",NA
"2000M11","Förlag (SNI 58)",NA
"2000M12","Förlag (SNI 58)",NA
"2001M01","Förlag (SNI 58)",NA
"2001M02","Förlag (SNI 58)",NA
"2001M03","Förlag (SNI 58)",NA
"2001M04","Förlag (SNI 58)",NA
"2001M05","Förlag (SNI 58)",NA
"2001M06","Förlag (SNI 58)",NA
"2001M07","Förlag (SNI 58)",NA
"2001M08","Förlag (SNI 58)",NA
"2001M09","Förlag (SNI 58)",NA
"2001M10","Förlag (SNI 58)",NA
"2001M11","Förlag (SNI 58)",NA
"2001M12","Förlag (SNI 58)",NA
"2002M01","Förlag (SNI 58)",NA
"2002M02","Förlag (SNI 58)",NA
"2002M03","Förlag (SNI 58)",NA
"2002M04","Förlag (SNI 58)",NA
"2002M05","Förlag (SNI 58)",NA
"2002M06","Förlag (SNI 58)",NA
"2002M07","Förlag (SNI 58)",NA
"2002M08","Förlag (SNI 58)",NA
"2002M09","Förlag (SNI 58)",NA
"2002M10","Förlag (SNI 58)",NA
"2002M11","Förlag (SNI 58)",NA
"2002M12","Förlag (SNI 58)",NA
"2003M01","Förlag (SNI 58)",NA
"2003M02","Förlag (SNI 58)",NA
"2003M03","Förlag (SNI 58)",NA
"2003M04","Förlag (SNI 58)",NA
"2003M05","Förlag (SNI 58)",NA
"2003M06","Förlag (SNI 58)",NA
"2003M07","Förlag (SNI 58)",NA
"2003M08","Förlag (SNI 58)",NA
"2003M09","Förlag (SNI 58)",NA
"2003M10","Förlag (SNI 58)",NA
"2003M11","Förlag (SNI 58)",NA
"2003M12","Förlag (SNI 58)",NA
"2004M01","Förlag (SNI 58)",NA
"2004M02","Förlag (SNI 58)",NA
"2004M03","Förlag (SNI 58)",NA
"2004M04","Förlag (SNI 58)",NA
"2004M05","Förlag (SNI 58)",NA
"2004M06","Förlag (SNI 58)",NA
"2004M07","Förlag (SNI 58)",NA
"2004M08","Förlag (SNI 58)",NA
"2004M09","Förlag (SNI 58)",NA
"2004M10","Förlag (SNI 58)",NA
"2004M11","Förlag (SNI 58)",NA
"2004M12","Förlag (SNI 58)",NA
"2005M01","Förlag (SNI 58)",NA
"2005M02","Förlag (SNI 58)",NA
"2005M03","Förlag (SNI 58)",NA
"2005M04","Förlag (SNI 58)",NA
"2005M05","Förlag (SNI 58)",NA
"2005M06","Förlag (SNI 58)",NA
"2005M07","Förlag (SNI 58)",NA
"2005M08","Förlag (SNI 58)",NA
"2005M09","Förlag (SNI 58)",NA
"2005M10","Förlag (SNI 58)",NA
"2005M11","Förlag (SNI 58)",NA
"2005M12","Förlag (SNI 58)",NA
"2006M01","Förlag (SNI 58)",NA
"2006M02","Förlag (SNI 58)",NA
"2006M03","Förlag (SNI 58)",NA
"2006M04","Förlag (SNI 58)",NA
"2006M05","Förlag (SNI 58)",NA
"2006M06","Förlag (SNI 58)",NA
"2006M07","Förlag (SNI 58)",NA
"2006M08","Förlag (SNI 58)",NA
"2006M09","Förlag (SNI 58)",NA
"2006M10","Förlag (SNI 58)",NA
"2006M11","Förlag (SNI 58)",NA
"2006M12","Förlag (SNI 58)",NA
"2007M01","Förlag (SNI 58)",NA
"2007M02","Förlag (SNI 58)",NA
"2007M03","Förlag (SNI 58)",NA
"2007M04","Förlag (SNI 58)",NA
"2007M05","Förlag (SNI 58)",NA
"2007M06","Förlag (SNI 58)",NA
"2007M07","Förlag (SNI 58)",NA
"2007M08","Förlag (SNI 58)",NA
"2007M09","Förlag (SNI 58)",NA
"2007M10","Förlag (SNI 58)",NA
"2007M11","Förlag (SNI 58)",NA
"2007M12","Förlag (SNI 58)",NA
"2008M01","Förlag (SNI 58)",NA
"2008M02","Förlag (SNI 58)",NA
"2008M03","Förlag (SNI 58)",NA
"2008M04","Förlag (SNI 58)",NA
"2008M05","Förlag (SNI 58)",NA
"2008M06","Förlag (SNI 58)",NA
"2008M07","Förlag (SNI 58)",NA
"2008M08","Förlag (SNI 58)",NA
"2008M09","Förlag (SNI 58)",NA
"2008M10","Förlag (SNI 58)",NA
"2008M11","Förlag (SNI 58)",NA
"2008M12","Förlag (SNI 58)",NA
"2009M01","Förlag (SNI 58)",NA
"2009M02","Förlag (SNI 58)",NA
"2009M03","Förlag (SNI 58)",NA
"2009M04","Förlag (SNI 58)",NA
"2009M05","Förlag (SNI 58)",NA
"2009M06","Förlag (SNI 58)",NA
"2009M07","Förlag (SNI 58)",NA
"2009M08","Förlag (SNI 58)",NA
"2009M09","Förlag (SNI 58)",NA
"2009M10","Förlag (SNI 58)",NA
"2009M11","Förlag (SNI 58)",NA
"2009M12","Förlag (SNI 58)",NA
"2010M01","Förlag (SNI 58)",NA
"2010M02","Förlag (SNI 58)",NA
"2010M03","Förlag (SNI 58)",NA
"2010M04","Förlag (SNI 58)",NA
"2010M05","Förlag (SNI 58)",125.4
"2010M06","Förlag (SNI 58)",128.5
"2010M07","Förlag (SNI 58)",129.5
"2010M08","Förlag (SNI 58)",126.9
"2010M09","Förlag (SNI 58)",125.7
"2010M10","Förlag (SNI 58)",129.1
"2010M11","Förlag (SNI 58)",127.6
"2010M12","Förlag (SNI 58)",126.7
"2011M01","Förlag (SNI 58)",121.5
"2011M02","Förlag (SNI 58)",119.8
"2011M03","Förlag (SNI 58)",111.9
"2011M04","Förlag (SNI 58)",109.1
"2011M05","Förlag (SNI 58)",119.4
"2011M06","Förlag (SNI 58)",105
"2011M07","Förlag (SNI 58)",92.8
"2011M08","Förlag (SNI 58)",98.9
"2011M09","Förlag (SNI 58)",100.6
"2011M10","Förlag (SNI 58)",98.2
"2011M11","Förlag (SNI 58)",96.3
"2011M12","Förlag (SNI 58)",93.4
"2012M01","Förlag (SNI 58)",91.5
"2012M02","Förlag (SNI 58)",91.1
"2012M03","Förlag (SNI 58)",96.1
"2012M04","Förlag (SNI 58)",98.7
"2012M05","Förlag (SNI 58)",87.8
"2012M06","Förlag (SNI 58)",88.6
"2012M07","Förlag (SNI 58)",83.4
"2012M08","Förlag (SNI 58)",83.7
"2012M09","Förlag (SNI 58)",83
"2012M10","Förlag (SNI 58)",82.2
"2012M11","Förlag (SNI 58)",77
"2012M12","Förlag (SNI 58)",75.6
"2013M01","Förlag (SNI 58)",76.5
"2013M02","Förlag (SNI 58)",83.7
"2013M03","Förlag (SNI 58)",85
"2013M04","Förlag (SNI 58)",85.3
"2013M05","Förlag (SNI 58)",91.5
"2013M06","Förlag (SNI 58)",86.2
"2013M07","Förlag (SNI 58)",96.6
"2013M08","Förlag (SNI 58)",94.1
"2013M09","Förlag (SNI 58)",94
"2013M10","Förlag (SNI 58)",94.6
"2013M11","Förlag (SNI 58)",98.1
"2013M12","Förlag (SNI 58)",95.7
"2014M01","Förlag (SNI 58)",100
"2014M02","Förlag (SNI 58)",90.9
"2014M03","Förlag (SNI 58)",92.7
"2014M04","Förlag (SNI 58)",94
"2014M05","Förlag (SNI 58)",91.3
"2014M06","Förlag (SNI 58)",93.6
"2014M07","Förlag (SNI 58)",90.2
"2014M08","Förlag (SNI 58)",94.1
"2014M09","Förlag (SNI 58)",92.9
"2014M10","Förlag (SNI 58)",89.9
"2014M11","Förlag (SNI 58)",92.3
"2014M12","Förlag (SNI 58)",101.1
"2015M01","Förlag (SNI 58)",99.7
"2015M02","Förlag (SNI 58)",93.9
"2015M03","Förlag (SNI 58)",89.7
"2015M04","Förlag (SNI 58)",91.6
"2015M05","Förlag (SNI 58)",94.5
"2015M06","Förlag (SNI 58)",89.6
"2015M07","Förlag (SNI 58)",95.7
"2015M08","Förlag (SNI 58)",94.5
"2015M09","Förlag (SNI 58)",94.1
"2015M10","Förlag (SNI 58)",90.8
"2015M11","Förlag (SNI 58)",93.9
"2015M12","Förlag (SNI 58)",99
"2016M01","Förlag (SNI 58)",94.6
"2016M02","Förlag (SNI 58)",100.6
"2016M03","Förlag (SNI 58)",102.9
"2016M04","Förlag (SNI 58)",102.4
"2016M05","Förlag (SNI 58)",91.2
"2016M06","Förlag (SNI 58)",98.9
"2016M07","Förlag (SNI 58)",95.3
"2016M08","Förlag (SNI 58)",96.9
"2016M09","Förlag (SNI 58)",99.3
"2016M10","Förlag (SNI 58)",100.9
"2016M11","Förlag (SNI 58)",98.3
"2016M12","Förlag (SNI 58)",94.9
"2017M01","Förlag (SNI 58)",97.8
"2017M02","Förlag (SNI 58)",93.3
"2017M03","Förlag (SNI 58)",93.2
"2017M04","Förlag (SNI 58)",98.2
"2017M05","Förlag (SNI 58)",103.3
"2017M06","Förlag (SNI 58)",103
"2017M07","Förlag (SNI 58)",105.3
"2017M08","Förlag (SNI 58)",104.8
"2017M09","Förlag (SNI 58)",99.5
"2017M10","Förlag (SNI 58)",104
"2017M11","Förlag (SNI 58)",102.2
"2017M12","Förlag (SNI 58)",103.5
"2018M01","Förlag (SNI 58)",107.3
"2018M02","Förlag (SNI 58)",105.7
"2018M03","Förlag (SNI 58)",100.9
"2018M04","Förlag (SNI 58)",105.1
"2018M05","Förlag (SNI 58)",103.5
"2018M06","Förlag (SNI 58)",100.9
"2018M07","Förlag (SNI 58)",102.5
"2018M08","Förlag (SNI 58)",108.4
"2018M09","Förlag (SNI 58)",108.7
"2018M10","Förlag (SNI 58)",104.9
"2018M11","Förlag (SNI 58)",103.1
"2018M12","Förlag (SNI 58)",98.3
"2019M01","Förlag (SNI 58)",95.5
"2019M02","Förlag (SNI 58)",102.6
"2019M03","Förlag (SNI 58)",106.6
"2019M04","Förlag (SNI 58)",106.3
"2019M05","Förlag (SNI 58)",103.1
"2019M06","Förlag (SNI 58)",99.9
"2019M07","Förlag (SNI 58)",101.9
"2019M08","Förlag (SNI 58)",97.9
"2019M09","Förlag (SNI 58)",104.5
"2019M10","Förlag (SNI 58)",99.7
"2019M11","Förlag (SNI 58)",99.3
"2019M12","Förlag (SNI 58)",99
"2020M01","Förlag (SNI 58)",99.8
"2020M02","Förlag (SNI 58)",96.1
"2020M03","Förlag (SNI 58)",96.2
"2020M04","Förlag (SNI 58)",82.9
"2020M05","Förlag (SNI 58)",84
"2020M06","Förlag (SNI 58)",89.4
"2020M07","Förlag (SNI 58)",90.4
"2020M08","Förlag (SNI 58)",95.3
"2020M09","Förlag (SNI 58)",95.1
"2020M10","Förlag (SNI 58)",103.3
"2020M11","Förlag (SNI 58)",107.4
"2020M12","Förlag (SNI 58)",107.9
"2021M01","Förlag (SNI 58)",102.6
"2021M02","Förlag (SNI 58)",110.1
"2021M03","Förlag (SNI 58)",112.1
"2021M04","Förlag (SNI 58)",109.4
"2021M05","Förlag (SNI 58)",110.7
"2021M06","Förlag (SNI 58)",113.9
"2021M07","Förlag (SNI 58)",109.9
"2021M08","Förlag (SNI 58)",110.8
"2021M09","Förlag (SNI 58)",107.8
"2021M10","Förlag (SNI 58)",110.8
"2021M11","Förlag (SNI 58)",114.7
"2021M12","Förlag (SNI 58)",111.4
"2022M01","Förlag (SNI 58)",113.7
"2022M02","Förlag (SNI 58)",106.7
"2022M03","Förlag (SNI 58)",108.2
"2022M04","Förlag (SNI 58)",106.5
"2022M05","Förlag (SNI 58)",110.7
"2022M06","Förlag (SNI 58)",105.8
"2022M07","Förlag (SNI 58)",104.1
"2022M08","Förlag (SNI 58)",101.9
"2022M09","Förlag (SNI 58)",103.6
"2022M10","Förlag (SNI 58)",99.6
"2022M11","Förlag (SNI 58)",96.5
"2022M12","Förlag (SNI 58)",99.9
"2023M01","Förlag (SNI 58)",91.4
"2023M02","Förlag (SNI 58)",89.8
"2023M03","Förlag (SNI 58)",89.6
"2023M04","Förlag (SNI 58)",96.9
"2023M05","Förlag (SNI 58)",99.1
"2023M06","Förlag (SNI 58)",88.2
"2023M07","Förlag (SNI 58)",97.5
"2023M08","Förlag (SNI 58)",95.8
"2023M09","Förlag (SNI 58)",92.8
"2023M10","Förlag (SNI 58)",92.3
"2023M11","Förlag (SNI 58)",95.9
"2023M12","Förlag (SNI 58)",96.5
"2024M01","Förlag (SNI 58)",103.7
"2024M02","Förlag (SNI 58)",107
"2024M03","Förlag (SNI 58)",102.9
"2024M04","Förlag (SNI 58)",107.5
"2024M05","Förlag (SNI 58)",102.5
"2024M06","Förlag (SNI 58)",107.1
"2024M07","Förlag (SNI 58)",101.7
"2024M08","Förlag (SNI 58)",101.1
"2024M09","Förlag (SNI 58)",107
"2024M10","Förlag (SNI 58)",101.9
"2024M11","Förlag (SNI 58)",96.2
"2024M12","Förlag (SNI 58)",97.7
"2025M01","Förlag (SNI 58)",98.8
"2025M02","Förlag (SNI 58)",101
"2025M03","Förlag (SNI 58)",102.9
"1996M01","Datakonsulter (SNI 62)",NA
"1996M02","Datakonsulter (SNI 62)",NA
"1996M03","Datakonsulter (SNI 62)",NA
"1996M04","Datakonsulter (SNI 62)",NA
"1996M05","Datakonsulter (SNI 62)",NA
"1996M06","Datakonsulter (SNI 62)",NA
"1996M07","Datakonsulter (SNI 62)",NA
"1996M08","Datakonsulter (SNI 62)",NA
"1996M09","Datakonsulter (SNI 62)",NA
"1996M10","Datakonsulter (SNI 62)",NA
"1996M11","Datakonsulter (SNI 62)",NA
"1996M12","Datakonsulter (SNI 62)",NA
"1997M01","Datakonsulter (SNI 62)",NA
"1997M02","Datakonsulter (SNI 62)",NA
"1997M03","Datakonsulter (SNI 62)",NA
"1997M04","Datakonsulter (SNI 62)",NA
"1997M05","Datakonsulter (SNI 62)",NA
"1997M06","Datakonsulter (SNI 62)",NA
"1997M07","Datakonsulter (SNI 62)",NA
"1997M08","Datakonsulter (SNI 62)",NA
"1997M09","Datakonsulter (SNI 62)",NA
"1997M10","Datakonsulter (SNI 62)",NA
"1997M11","Datakonsulter (SNI 62)",NA
"1997M12","Datakonsulter (SNI 62)",NA
"1998M01","Datakonsulter (SNI 62)",NA
"1998M02","Datakonsulter (SNI 62)",NA
"1998M03","Datakonsulter (SNI 62)",NA
"1998M04","Datakonsulter (SNI 62)",NA
"1998M05","Datakonsulter (SNI 62)",NA
"1998M06","Datakonsulter (SNI 62)",NA
"1998M07","Datakonsulter (SNI 62)",NA
"1998M08","Datakonsulter (SNI 62)",NA
"1998M09","Datakonsulter (SNI 62)",NA
"1998M10","Datakonsulter (SNI 62)",NA
"1998M11","Datakonsulter (SNI 62)",NA
