"Period","Indikator","value"
"2020M10","Hotell & restauranger (SNI 55.1 + 56.1-2)",88
"2020M11","Hotell & restauranger (SNI 55.1 + 56.1-2)",68.7
"2020M12","Hotell & restauranger (SNI 55.1 + 56.1-2)",67.9
"2021M01","Hotell & restauranger (SNI 55.1 + 56.1-2)",74
"2021M02","Hotell & restauranger (SNI 55.1 + 56.1-2)",76
"2021M03","Hotell & restauranger (SNI 55.1 + 56.1-2)",81.3
"2021M04","Hotell & restauranger (SNI 55.1 + 56.1-2)",91.8
"2021M05","Hotell & restauranger (SNI 55.1 + 56.1-2)",100.9
"2021M06","Hotell & restauranger (SNI 55.1 + 56.1-2)",104.3
"2021M07","Hotell & restauranger (SNI 55.1 + 56.1-2)",112.9
"2021M08","Hotell & restauranger (SNI 55.1 + 56.1-2)",113.7
"2021M09","Hotell & restauranger (SNI 55.1 + 56.1-2)",112.8
"2021M10","Hotell & restauranger (SNI 55.1 + 56.1-2)",123.5
"2021M11","Hotell & restauranger (SNI 55.1 + 56.1-2)",117
"2021M12","Hotell & restauranger (SNI 55.1 + 56.1-2)",117.6
"2022M01","Hotell & restauranger (SNI 55.1 + 56.1-2)",101.7
"2022M02","Hotell & restauranger (SNI 55.1 + 56.1-2)",103.8
"2022M03","Hotell & restauranger (SNI 55.1 + 56.1-2)",117.4
"2022M04","Hotell & restauranger (SNI 55.1 + 56.1-2)",117.1
"2022M05","Hotell & restauranger (SNI 55.1 + 56.1-2)",115.4
"2022M06","Hotell & restauranger (SNI 55.1 + 56.1-2)",117.5
"2022M07","Hotell & restauranger (SNI 55.1 + 56.1-2)",105.4
"2022M08","Hotell & restauranger (SNI 55.1 + 56.1-2)",102.8
"2022M09","Hotell & restauranger (SNI 55.1 + 56.1-2)",100.3
"2022M10","Hotell & restauranger (SNI 55.1 + 56.1-2)",88.2
"2022M11","Hotell & restauranger (SNI 55.1 + 56.1-2)",93.1
"2022M12","Hotell & restauranger (SNI 55.1 + 56.1-2)",97.7
"2023M01","Hotell & restauranger (SNI 55.1 + 56.1-2)",93.1
"2023M02","Hotell & restauranger (SNI 55.1 + 56.1-2)",97.3
"2023M03","Hotell & restauranger (SNI 55.1 + 56.1-2)",99.9
"2023M04","Hotell & restauranger (SNI 55.1 + 56.1-2)",96.8
"2023M05","Hotell & restauranger (SNI 55.1 + 56.1-2)",90.6
"2023M06","Hotell & restauranger (SNI 55.1 + 56.1-2)",89.6
"2023M07","Hotell & restauranger (SNI 55.1 + 56.1-2)",90.6
"2023M08","Hotell & restauranger (SNI 55.1 + 56.1-2)",88.6
"2023M09","Hotell & restauranger (SNI 55.1 + 56.1-2)",86.9
"2023M10","Hotell & restauranger (SNI 55.1 + 56.1-2)",90.1
"2023M11","Hotell & restauranger (SNI 55.1 + 56.1-2)",90.3
"2023M12","Hotell & restauranger (SNI 55.1 + 56.1-2)",93.5
"2024M01","Hotell & restauranger (SNI 55.1 + 56.1-2)",95.2
"2024M02","Hotell & restauranger (SNI 55.1 + 56.1-2)",91.8
"2024M03","Hotell & restauranger (SNI 55.1 + 56.1-2)",94.5
"2024M04","Hotell & restauranger (SNI 55.1 + 56.1-2)",92.5
"2024M05","Hotell & restauranger (SNI 55.1 + 56.1-2)",96.5
"2024M06","Hotell & restauranger (SNI 55.1 + 56.1-2)",95.1
"2024M07","Hotell & restauranger (SNI 55.1 + 56.1-2)",95.6
"2024M08","Hotell & restauranger (SNI 55.1 + 56.1-2)",94.3
"2024M09","Hotell & restauranger (SNI 55.1 + 56.1-2)",100.2
"2024M10","Hotell & restauranger (SNI 55.1 + 56.1-2)",100.2
"2024M11","Hotell & restauranger (SNI 55.1 + 56.1-2)",102.2
"2024M12","Hotell & restauranger (SNI 55.1 + 56.1-2)",103.5
"2025M01","Hotell & restauranger (SNI 55.1 + 56.1-2)",109
"2025M02","Hotell & restauranger (SNI 55.1 + 56.1-2)",103.7
"2025M03","Hotell & restauranger (SNI 55.1 + 56.1-2)",96.2
"1996M01","Hotell (SNI 55.1)",NA
"1996M02","Hotell (SNI 55.1)",NA
"1996M03","Hotell (SNI 55.1)",NA
"1996M04","Hotell (SNI 55.1)",NA
"1996M05","Hotell (SNI 55.1)",NA
"1996M06","Hotell (SNI 55.1)",NA
"1996M07","Hotell (SNI 55.1)",NA
"1996M08","Hotell (SNI 55.1)",NA
"1996M09","Hotell (SNI 55.1)",NA
"1996M10","Hotell (SNI 55.1)",NA
"1996M11","Hotell (SNI 55.1)",NA
"1996M12","Hotell (SNI 55.1)",NA
"1997M01","Hotell (SNI 55.1)",NA
"1997M02","Hotell (SNI 55.1)",NA
"1997M03","Hotell (SNI 55.1)",NA
"1997M04","Hotell (SNI 55.1)",NA
"1997M05","Hotell (SNI 55.1)",NA
"1997M06","Hotell (SNI 55.1)",NA
"1997M07","Hotell (SNI 55.1)",NA
"1997M08","Hotell (SNI 55.1)",NA
"1997M09","Hotell (SNI 55.1)",NA
"1997M10","Hotell (SNI 55.1)",NA
"1997M11","Hotell (SNI 55.1)",NA
"1997M12","Hotell (SNI 55.1)",NA
"1998M01","Hotell (SNI 55.1)",NA
"1998M02","Hotell (SNI 55.1)",NA
"1998M03","Hotell (SNI 55.1)",NA
"1998M04","Hotell (SNI 55.1)",NA
"1998M05","Hotell (SNI 55.1)",NA
"1998M06","Hotell (SNI 55.1)",NA
"1998M07","Hotell (SNI 55.1)",NA
"1998M08","Hotell (SNI 55.1)",NA
"1998M09","Hotell (SNI 55.1)",NA
"1998M10","Hotell (SNI 55.1)",NA
"1998M11","Hotell (SNI 55.1)",NA
"1998M12","Hotell (SNI 55.1)",NA
"1999M01","Hotell (SNI 55.1)",NA
"1999M02","Hotell (SNI 55.1)",NA
"1999M03","Hotell (SNI 55.1)",NA
"1999M04","Hotell (SNI 55.1)",NA
"1999M05","Hotell (SNI 55.1)",NA
"1999M06","Hotell (SNI 55.1)",NA
"1999M07","Hotell (SNI 55.1)",NA
"1999M08","Hotell (SNI 55.1)",NA
"1999M09","Hotell (SNI 55.1)",NA
"1999M10","Hotell (SNI 55.1)",NA
"1999M11","Hotell (SNI 55.1)",NA
"1999M12","Hotell (SNI 55.1)",NA
"2000M01","Hotell (SNI 55.1)",NA
"2000M02","Hotell (SNI 55.1)",NA
"2000M03","Hotell (SNI 55.1)",NA
"2000M04","Hotell (SNI 55.1)",NA
"2000M05","Hotell (SNI 55.1)",NA
"2000M06","Hotell (SNI 55.1)",NA
"2000M07","Hotell (SNI 55.1)",NA
"2000M08","Hotell (SNI 55.1)",NA
"2000M09","Hotell (SNI 55.1)",NA
"2000M10","Hotell (SNI 55.1)",NA
"2000M11","Hotell (SNI 55.1)",NA
"2000M12","Hotell (SNI 55.1)",NA
"2001M01","Hotell (SNI 55.1)",NA
"2001M02","Hotell (SNI 55.1)",NA
"2001M03","Hotell (SNI 55.1)",NA
"2001M04","Hotell (SNI 55.1)",NA
"2001M05","Hotell (SNI 55.1)",NA
"2001M06","Hotell (SNI 55.1)",NA
"2001M07","Hotell (SNI 55.1)",NA
"2001M08","Hotell (SNI 55.1)",NA
"2001M09","Hotell (SNI 55.1)",NA
"2001M10","Hotell (SNI 55.1)",NA
"2001M11","Hotell (SNI 55.1)",NA
"2001M12","Hotell (SNI 55.1)",NA
"2002M01","Hotell (SNI 55.1)",NA
"2002M02","Hotell (SNI 55.1)",NA
"2002M03","Hotell (SNI 55.1)",NA
"2002M04","Hotell (SNI 55.1)",NA
"2002M05","Hotell (SNI 55.1)",NA
"2002M06","Hotell (SNI 55.1)",NA
"2002M07","Hotell (SNI 55.1)",NA
"2002M08","Hotell (SNI 55.1)",NA
"2002M09","Hotell (SNI 55.1)",NA
"2002M10","Hotell (SNI 55.1)",NA
"2002M11","Hotell (SNI 55.1)",NA
"2002M12","Hotell (SNI 55.1)",NA
"2003M01","Hotell (SNI 55.1)",NA
"2003M02","Hotell (SNI 55.1)",NA
"2003M03","Hotell (SNI 55.1)",NA
"2003M04","Hotell (SNI 55.1)",83
"2003M05","Hotell (SNI 55.1)",83.5
"2003M06","Hotell (SNI 55.1)",87.9
"2003M07","Hotell (SNI 55.1)",89
"2003M08","Hotell (SNI 55.1)",89.2
"2003M09","Hotell (SNI 55.1)",88.4
"2003M10","Hotell (SNI 55.1)",89.4
"2003M11","Hotell (SNI 55.1)",89.4
"2003M12","Hotell (SNI 55.1)",92.6
"2004M01","Hotell (SNI 55.1)",92.1
"2004M02","Hotell (SNI 55.1)",90.2
"2004M03","Hotell (SNI 55.1)",90.7
"2004M04","Hotell (SNI 55.1)",95.8
"2004M05","Hotell (SNI 55.1)",96.3
"2004M06","Hotell (SNI 55.1)",97.4
"2004M07","Hotell (SNI 55.1)",96.8
"2004M08","Hotell (SNI 55.1)",99.3
"2004M09","Hotell (SNI 55.1)",101.2
"2004M10","Hotell (SNI 55.1)",102.7
"2004M11","Hotell (SNI 55.1)",103.5
"2004M12","Hotell (SNI 55.1)",102.5
"2005M01","Hotell (SNI 55.1)",99.7
"2005M02","Hotell (SNI 55.1)",106.3
"2005M03","Hotell (SNI 55.1)",105.7
"2005M04","Hotell (SNI 55.1)",107
"2005M05","Hotell (SNI 55.1)",102.8
"2005M06","Hotell (SNI 55.1)",101
"2005M07","Hotell (SNI 55.1)",101.5
"2005M08","Hotell (SNI 55.1)",99.8
"2005M09","Hotell (SNI 55.1)",103.8
"2005M10","Hotell (SNI 55.1)",101.3
"2005M11","Hotell (SNI 55.1)",104.4
"2005M12","Hotell (SNI 55.1)",104.8
"2006M01","Hotell (SNI 55.1)",108.9
"2006M02","Hotell (SNI 55.1)",111.6
"2006M03","Hotell (SNI 55.1)",109.8
"2006M04","Hotell (SNI 55.1)",107.4
"2006M05","Hotell (SNI 55.1)",108.4
"2006M06","Hotell (SNI 55.1)",109.9
"2006M07","Hotell (SNI 55.1)",107.7
"2006M08","Hotell (SNI 55.1)",105.6
"2006M09","Hotell (SNI 55.1)",105.8
"2006M10","Hotell (SNI 55.1)",107.1
"2006M11","Hotell (SNI 55.1)",108.1
"2006M12","Hotell (SNI 55.1)",107.8
"2007M01","Hotell (SNI 55.1)",111.8
"2007M02","Hotell (SNI 55.1)",108.8
"2007M03","Hotell (SNI 55.1)",108.8
"2007M04","Hotell (SNI 55.1)",105.7
"2007M05","Hotell (SNI 55.1)",107.6
"2007M06","Hotell (SNI 55.1)",101.8
"2007M07","Hotell (SNI 55.1)",107.5
"2007M08","Hotell (SNI 55.1)",109.3
"2007M09","Hotell (SNI 55.1)",107.8
"2007M10","Hotell (SNI 55.1)",108.1
"2007M11","Hotell (SNI 55.1)",106.9
"2007M12","Hotell (SNI 55.1)",108.1
"2008M01","Hotell (SNI 55.1)",101.4
"2008M02","Hotell (SNI 55.1)",104.6
"2008M03","Hotell (SNI 55.1)",103
"2008M04","Hotell (SNI 55.1)",104.3
"2008M05","Hotell (SNI 55.1)",102
"2008M06","Hotell (SNI 55.1)",101.8
"2008M07","Hotell (SNI 55.1)",94.4
"2008M08","Hotell (SNI 55.1)",90.4
"2008M09","Hotell (SNI 55.1)",91.5
"2008M10","Hotell (SNI 55.1)",89.1
"2008M11","Hotell (SNI 55.1)",84.8
"2008M12","Hotell (SNI 55.1)",76.5
"2009M01","Hotell (SNI 55.1)",79
"2009M02","Hotell (SNI 55.1)",76.9
"2009M03","Hotell (SNI 55.1)",80.1
"2009M04","Hotell (SNI 55.1)",83.3
"2009M05","Hotell (SNI 55.1)",85.7
"2009M06","Hotell (SNI 55.1)",83.6
"2009M07","Hotell (SNI 55.1)",88.3
"2009M08","Hotell (SNI 55.1)",92.6
"2009M09","Hotell (SNI 55.1)",94.4
"2009M10","Hotell (SNI 55.1)",93.6
"2009M11","Hotell (SNI 55.1)",94.7
"2009M12","Hotell (SNI 55.1)",95.2
"2010M01","Hotell (SNI 55.1)",97
"2010M02","Hotell (SNI 55.1)",99.9
"2010M03","Hotell (SNI 55.1)",99.6
"2010M04","Hotell (SNI 55.1)",99.1
"2010M05","Hotell (SNI 55.1)",99.8
"2010M06","Hotell (SNI 55.1)",108
"2010M07","Hotell (SNI 55.1)",111.1
"2010M08","Hotell (SNI 55.1)",111.9
"2010M09","Hotell (SNI 55.1)",112.2
"2010M10","Hotell (SNI 55.1)",106.6
"2010M11","Hotell (SNI 55.1)",109.1
"2010M12","Hotell (SNI 55.1)",112.2
"2011M01","Hotell (SNI 55.1)",110
"2011M02","Hotell (SNI 55.1)",109.2
"2011M03","Hotell (SNI 55.1)",107
"2011M04","Hotell (SNI 55.1)",106.9
"2011M05","Hotell (SNI 55.1)",107.9
"2011M06","Hotell (SNI 55.1)",109.2
"2011M07","Hotell (SNI 55.1)",105.8
"2011M08","Hotell (SNI 55.1)",100.5
"2011M09","Hotell (SNI 55.1)",94.7
"2011M10","Hotell (SNI 55.1)",95
"2011M11","Hotell (SNI 55.1)",95.8
"2011M12","Hotell (SNI 55.1)",93.3
"2012M01","Hotell (SNI 55.1)",92.6
"2012M02","Hotell (SNI 55.1)",92.9
"2012M03","Hotell (SNI 55.1)",96.9
"2012M04","Hotell (SNI 55.1)",97.6
"2012M05","Hotell (SNI 55.1)",94.5
"2012M06","Hotell (SNI 55.1)",94.3
"2012M07","Hotell (SNI 55.1)",92.2
"2012M08","Hotell (SNI 55.1)",89.1
"2012M09","Hotell (SNI 55.1)",88.9
"2012M10","Hotell (SNI 55.1)",89.6
"2012M11","Hotell (SNI 55.1)",90.5
"2012M12","Hotell (SNI 55.1)",86.9
"2013M01","Hotell (SNI 55.1)",89.1
"2013M02","Hotell (SNI 55.1)",90.1
"2013M03","Hotell (SNI 55.1)",91.9
"2013M04","Hotell (SNI 55.1)",93.8
"2013M05","Hotell (SNI 55.1)",91.2
"2013M06","Hotell (SNI 55.1)",89.6
"2013M07","Hotell (SNI 55.1)",88.8
"2013M08","Hotell (SNI 55.1)",92.4
"2013M09","Hotell (SNI 55.1)",92
"2013M10","Hotell (SNI 55.1)",95.9
"2013M11","Hotell (SNI 55.1)",92.6
"2013M12","Hotell (SNI 55.1)",99.2
"2014M01","Hotell (SNI 55.1)",99.8
"2014M02","Hotell (SNI 55.1)",100.2
"2014M03","Hotell (SNI 55.1)",96.9
"2014M04","Hotell (SNI 55.1)",98.4
"2014M05","Hotell (SNI 55.1)",98.2
"2014M06","Hotell (SNI 55.1)",96.1
"2014M07","Hotell (SNI 55.1)",99.7
"2014M08","Hotell (SNI 55.1)",93.4
"2014M09","Hotell (SNI 55.1)",93.7
"2014M10","Hotell (SNI 55.1)",99
"2014M11","Hotell (SNI 55.1)",95.9
"2014M12","Hotell (SNI 55.1)",101.1
"2015M01","Hotell (SNI 55.1)",102.6
"2015M02","Hotell (SNI 55.1)",103.6
"2015M03","Hotell (SNI 55.1)",102.8
"2015M04","Hotell (SNI 55.1)",102.8
"2015M05","Hotell (SNI 55.1)",103.5
"2015M06","Hotell (SNI 55.1)",100.3
"2015M07","Hotell (SNI 55.1)",104.9
"2015M08","Hotell (SNI 55.1)",110
"2015M09","Hotell (SNI 55.1)",112.5
"2015M10","Hotell (SNI 55.1)",111
"2015M11","Hotell (SNI 55.1)",108.8
"2015M12","Hotell (SNI 55.1)",108.5
"2016M01","Hotell (SNI 55.1)",107.7
"2016M02","Hotell (SNI 55.1)",107
"2016M03","Hotell (SNI 55.1)",109
"2016M04","Hotell (SNI 55.1)",108.9
"2016M05","Hotell (SNI 55.1)",109
"2016M06","Hotell (SNI 55.1)",114.1
"2016M07","Hotell (SNI 55.1)",110.3
"2016M08","Hotell (SNI 55.1)",111.9
"2016M09","Hotell (SNI 55.1)",111.7
"2016M10","Hotell (SNI 55.1)",111.8
"2016M11","Hotell (SNI 55.1)",114.4
"2016M12","Hotell (SNI 55.1)",113.3
"2017M01","Hotell (SNI 55.1)",109.8
"2017M02","Hotell (SNI 55.1)",115.5
"2017M03","Hotell (SNI 55.1)",113
"2017M04","Hotell (SNI 55.1)",111.5
"2017M05","Hotell (SNI 55.1)",111.4
"2017M06","Hotell (SNI 55.1)",110.1
"2017M07","Hotell (SNI 55.1)",109.4
"2017M08","Hotell (SNI 55.1)",104.4
"2017M09","Hotell (SNI 55.1)",100.4
"2017M10","Hotell (SNI 55.1)",103.8
"2017M11","Hotell (SNI 55.1)",104.5
"2017M12","Hotell (SNI 55.1)",104.9
"2018M01","Hotell (SNI 55.1)",101.3
"2018M02","Hotell (SNI 55.1)",102.3
"2018M03","Hotell (SNI 55.1)",105.4
"2018M04","Hotell (SNI 55.1)",107.6
"2018M05","Hotell (SNI 55.1)",109.7
"2018M06","Hotell (SNI 55.1)",108.1
"2018M07","Hotell (SNI 55.1)",104.2
"2018M08","Hotell (SNI 55.1)",104.5
"2018M09","Hotell (SNI 55.1)",102.9
"2018M10","Hotell (SNI 55.1)",98.7
"2018M11","Hotell (SNI 55.1)",102.7
"2018M12","Hotell (SNI 55.1)",103.5
"2019M01","Hotell (SNI 55.1)",108.5
"2019M02","Hotell (SNI 55.1)",105.2
"2019M03","Hotell (SNI 55.1)",104.5
"2019M04","Hotell (SNI 55.1)",106.6
"2019M05","Hotell (SNI 55.1)",106.3
"2019M06","Hotell (SNI 55.1)",105.1
"2019M07","Hotell (SNI 55.1)",103.5
"2019M08","Hotell (SNI 55.1)",106.6
"2019M09","Hotell (SNI 55.1)",104.7
"2019M10","Hotell (SNI 55.1)",104.3
"2019M11","Hotell (SNI 55.1)",103.8
"2019M12","Hotell (SNI 55.1)",108.8
"2020M01","Hotell (SNI 55.1)",110.2
"2020M02","Hotell (SNI 55.1)",112
"2020M03","Hotell (SNI 55.1)",96.1
"2020M04","Hotell (SNI 55.1)",65.6
"2020M05","Hotell (SNI 55.1)",59.9
"2020M06","Hotell (SNI 55.1)",68.9
"2020M07","Hotell (SNI 55.1)",75.3
"2020M08","Hotell (SNI 55.1)",76.8
"2020M09","Hotell (SNI 55.1)",85.4
"2020M10","Hotell (SNI 55.1)",90.7
"2020M11","Hotell (SNI 55.1)",74.5
"2020M12","Hotell (SNI 55.1)",68.4
"2021M01","Hotell (SNI 55.1)",74.4
"2021M02","Hotell (SNI 55.1)",78.7
"2021M03","Hotell (SNI 55.1)",90.4
"2021M04","Hotell (SNI 55.1)",96.2
"2021M05","Hotell (SNI 55.1)",99.6
"2021M06","Hotell (SNI 55.1)",109.1
"2021M07","Hotell (SNI 55.1)",111.3
"2021M08","Hotell (SNI 55.1)",112.9
"2021M09","Hotell (SNI 55.1)",116.7
"2021M10","Hotell (SNI 55.1)",122.2
"2021M11","Hotell (SNI 55.1)",117.4
"2021M12","Hotell (SNI 55.1)",110.1
"2022M01","Hotell (SNI 55.1)",96.3
"2022M02","Hotell (SNI 55.1)",94.9
"2022M03","Hotell (SNI 55.1)",117.2
"2022M04","Hotell (SNI 55.1)",119.4
"2022M05","Hotell (SNI 55.1)",117.8
"2022M06","Hotell (SNI 55.1)",118.5
"2022M07","Hotell (SNI 55.1)",111.1
"2022M08","Hotell (SNI 55.1)",106.8
"2022M09","Hotell (SNI 55.1)",103.3
"2022M10","Hotell (SNI 55.1)",98.6
"2022M11","Hotell (SNI 55.1)",98.1
"2022M12","Hotell (SNI 55.1)",102.2
"2023M01","Hotell (SNI 55.1)",98.5
"2023M02","Hotell (SNI 55.1)",98.9
"2023M03","Hotell (SNI 55.1)",98.6
"2023M04","Hotell (SNI 55.1)",97.7
"2023M05","Hotell (SNI 55.1)",94.8
"2023M06","Hotell (SNI 55.1)",93.4
"2023M07","Hotell (SNI 55.1)",92
"2023M08","Hotell (SNI 55.1)",91.3
"2023M09","Hotell (SNI 55.1)",88.6
"2023M10","Hotell (SNI 55.1)",87.9
"2023M11","Hotell (SNI 55.1)",91.1
"2023M12","Hotell (SNI 55.1)",96.2
"2024M01","Hotell (SNI 55.1)",100.6
"2024M02","Hotell (SNI 55.1)",95.1
"2024M03","Hotell (SNI 55.1)",97
"2024M04","Hotell (SNI 55.1)",94
"2024M05","Hotell (SNI 55.1)",96.5
"2024M06","Hotell (SNI 55.1)",94.5
"2024M07","Hotell (SNI 55.1)",94.5
"2024M08","Hotell (SNI 55.1)",96.8
"2024M09","Hotell (SNI 55.1)",99.5
"2024M10","Hotell (SNI 55.1)",102.5
"2024M11","Hotell (SNI 55.1)",100.5
"2024M12","Hotell (SNI 55.1)",98.8
"2025M01","Hotell (SNI 55.1)",105.8
"2025M02","Hotell (SNI 55.1)",103.1
"2025M03","Hotell (SNI 55.1)",99.7
"1996M01","Restauranger (SNI 56.1-2)",NA
"1996M02","Restauranger (SNI 56.1-2)",NA
"1996M03","Restauranger (SNI 56.1-2)",NA
"1996M04","Restauranger (SNI 56.1-2)",NA
"1996M05","Restauranger (SNI 56.1-2)",NA
"1996M06","Restauranger (SNI 56.1-2)",NA
"1996M07","Restauranger (SNI 56.1-2)",NA
"1996M08","Restauranger (SNI 56.1-2)",NA
"1996M09","Restauranger (SNI 56.1-2)",NA
"1996M10","Restauranger (SNI 56.1-2)",NA
"1996M11","Restauranger (SNI 56.1-2)",NA
"1996M12","Restauranger (SNI 56.1-2)",NA
"1997M01","Restauranger (SNI 56.1-2)",NA
"1997M02","Restauranger (SNI 56.1-2)",NA
"1997M03","Restauranger (SNI 56.1-2)",NA
"1997M04","Restauranger (SNI 56.1-2)",NA
"1997M05","Restauranger (SNI 56.1-2)",NA
"1997M06","Restauranger (SNI 56.1-2)",NA
"1997M07","Restauranger (SNI 56.1-2)",NA
"1997M08","Restauranger (SNI 56.1-2)",NA
"1997M09","Restauranger (SNI 56.1-2)",NA
"1997M10","Restauranger (SNI 56.1-2)",NA
"1997M11","Restauranger (SNI 56.1-2)",NA
"1997M12","Restauranger (SNI 56.1-2)",NA
"1998M01","Restauranger (SNI 56.1-2)",NA
"1998M02","Restauranger (SNI 56.1-2)",NA
"1998M03","Restauranger (SNI 56.1-2)",NA
"1998M04","Restauranger (SNI 56.1-2)",NA
"1998M05","Restauranger (SNI 56.1-2)",NA
"1998M06","Restauranger (SNI 56.1-2)",NA
"1998M07","Restauranger (SNI 56.1-2)",NA
"1998M08","Restauranger (SNI 56.1-2)",NA
"1998M09","Restauranger (SNI 56.1-2)",NA
"1998M10","Restauranger (SNI 56.1-2)",NA
"1998M11","Restauranger (SNI 56.1-2)",NA
"1998M12","Restauranger (SNI 56.1-2)",NA
"1999M01","Restauranger (SNI 56.1-2)",NA
"1999M02","Restauranger (SNI 56.1-2)",NA
"1999M03","Restauranger (SNI 56.1-2)",NA
"1999M04","Restauranger (SNI 56.1-2)",NA
"1999M05","Restauranger (SNI 56.1-2)",NA
"1999M06","Restauranger (SNI 56.1-2)",NA
"1999M07","Restauranger (SNI 56.1-2)",NA
"1999M08","Restauranger (SNI 56.1-2)",NA
"1999M09","Restauranger (SNI 56.1-2)",NA
"1999M10","Restauranger (SNI 56.1-2)",NA
"1999M11","Restauranger (SNI 56.1-2)",NA
"1999M12","Restauranger (SNI 56.1-2)",NA
"2000M01","Restauranger (SNI 56.1-2)",NA
"2000M02","Restauranger (SNI 56.1-2)",NA
"2000M03","Restauranger (SNI 56.1-2)",NA
"2000M04","Restauranger (SNI 56.1-2)",NA
"2000M05","Restauranger (SNI 56.1-2)",NA
"2000M06","Restauranger (SNI 56.1-2)",NA
"2000M07","Restauranger (SNI 56.1-2)",NA
"2000M08","Restauranger (SNI 56.1-2)",NA
"2000M09","Restauranger (SNI 56.1-2)",NA
"2000M10","Restauranger (SNI 56.1-2)",NA
"2000M11","Restauranger (SNI 56.1-2)",NA
"2000M12","Restauranger (SNI 56.1-2)",NA
"2001M01","Restauranger (SNI 56.1-2)",NA
"2001M02","Restauranger (SNI 56.1-2)",NA
"2001M03","Restauranger (SNI 56.1-2)",NA
"2001M04","Restauranger (SNI 56.1-2)",NA
"2001M05","Restauranger (SNI 56.1-2)",NA
"2001M06","Restauranger (SNI 56.1-2)",NA
"2001M07","Restauranger (SNI 56.1-2)",NA
"2001M08","Restauranger (SNI 56.1-2)",NA
"2001M09","Restauranger (SNI 56.1-2)",NA
"2001M10","Restauranger (SNI 56.1-2)",NA
"2001M11","Restauranger (SNI 56.1-2)",NA
"2001M12","Restauranger (SNI 56.1-2)",NA
"2002M01","Restauranger (SNI 56.1-2)",NA
"2002M02","Restauranger (SNI 56.1-2)",NA
"2002M03","Restauranger (SNI 56.1-2)",NA
"2002M04","Restauranger (SNI 56.1-2)",NA
"2002M05","Restauranger (SNI 56.1-2)",NA
"2002M06","Restauranger (SNI 56.1-2)",NA
"2002M07","Restauranger (SNI 56.1-2)",NA
"2002M08","Restauranger (SNI 56.1-2)",NA
"2002M09","Restauranger (SNI 56.1-2)",NA
"2002M10","Restauranger (SNI 56.1-2)",NA
"2002M11","Restauranger (SNI 56.1-2)",NA
"2002M12","Restauranger (SNI 56.1-2)",NA
"2003M01","Restauranger (SNI 56.1-2)",NA
"2003M02","Restauranger (SNI 56.1-2)",NA
"2003M03","Restauranger (SNI 56.1-2)",NA
"2003M04","Restauranger (SNI 56.1-2)",86
"2003M05","Restauranger (SNI 56.1-2)",90.7
"2003M06","Restauranger (SNI 56.1-2)",99
"2003M07","Restauranger (SNI 56.1-2)",96.7
"2003M08","Restauranger (SNI 56.1-2)",96.4
"2003M09","Restauranger (SNI 56.1-2)",92.5
"2003M10","Restauranger (SNI 56.1-2)",95.4
"2003M11","Restauranger (SNI 56.1-2)",87.8
"2003M12","Restauranger (SNI 56.1-2)",90.1
"2004M01","Restauranger (SNI 56.1-2)",88.5
"2004M02","Restauranger (SNI 56.1-2)",97.6
"2004M03","Restauranger (SNI 56.1-2)",94.6
"2004M04","Restauranger (SNI 56.1-2)",97.6
"2004M05","Restauranger (SNI 56.1-2)",97.1
"2004M06","Restauranger (SNI 56.1-2)",100
"2004M07","Restauranger (SNI 56.1-2)",99.9
"2004M08","Restauranger (SNI 56.1-2)",108.6
"2004M09","Restauranger (SNI 56.1-2)",103.4
"2004M10","Restauranger (SNI 56.1-2)",99.8
"2004M11","Restauranger (SNI 56.1-2)",104.9
"2004M12","Restauranger (SNI 56.1-2)",98
"2005M01","Restauranger (SNI 56.1-2)",105.5
"2005M02","Restauranger (SNI 56.1-2)",104.7
"2005M03","Restauranger (SNI 56.1-2)",105.8
"2005M04","Restauranger (SNI 56.1-2)",106.8
"2005M05","Restauranger (SNI 56.1-2)",103.2
"2005M06","Restauranger (SNI 56.1-2)",102.2
"2005M07","Restauranger (SNI 56.1-2)",109.4
"2005M08","Restauranger (SNI 56.1-2)",108
"2005M09","Restauranger (SNI 56.1-2)",111.7
"2005M10","Restauranger (SNI 56.1-2)",109.9
"2005M11","Restauranger (SNI 56.1-2)",114.5
"2005M12","Restauranger (SNI 56.1-2)",116.4
"2006M01","Restauranger (SNI 56.1-2)",113.8
"2006M02","Restauranger (SNI 56.1-2)",111.8
"2006M03","Restauranger (SNI 56.1-2)",108.2
"2006M04","Restauranger (SNI 56.1-2)",111.1
"2006M05","Restauranger (SNI 56.1-2)",114.4
"2006M06","Restauranger (SNI 56.1-2)",111.3
"2006M07","Restauranger (SNI 56.1-2)",103.4
"2006M08","Restauranger (SNI 56.1-2)",105.1
"2006M09","Restauranger (SNI 56.1-2)",97.4
"2006M10","Restauranger (SNI 56.1-2)",108.3
"2006M11","Restauranger (SNI 56.1-2)",104.2
"2006M12","Restauranger (SNI 56.1-2)",115.7
"2007M01","Restauranger (SNI 56.1-2)",110.4
"2007M02","Restauranger (SNI 56.1-2)",105.7
"2007M03","Restauranger (SNI 56.1-2)",112
"2007M04","Restauranger (SNI 56.1-2)",114.6
"2007M05","Restauranger (SNI 56.1-2)",111.7
"2007M06","Restauranger (SNI 56.1-2)",107.1
"2007M07","Restauranger (SNI 56.1-2)",114
"2007M08","Restauranger (SNI 56.1-2)",111.8
"2007M09","Restauranger (SNI 56.1-2)",113.7
